raw_city,clean_city,metro_region,state,confidence,review_status,row_count
Nagda,Nagda,Nagda,Unmapped,Medium,Review pending,19
Ranaghat-wb,Ranaghat-Wb,Ranaghat-Wb,Unmapped,Medium,Review pending,19
Muvattupuzha,Muvattupuzha,Muvattupuzha,Unmapped,Medium,Review pending,18
Shrirampur,Shrirampur,Shrirampur,Unmapped,Medium,Review pending,18
Sirsi,Sirsi,Sirsi,Unmapped,Medium,Review pending,18
Arambagh,Arambagh,Arambagh,Unmapped,Medium,Review pending,17
Aruppukottai,Aruppukottai,Aruppukottai,Unmapped,Medium,Review pending,17
Bhadrachalam,Bhadrachalam,Bhadrachalam,Unmapped,Medium,Review pending,17
Haldia,Haldia,Haldia,Unmapped,Medium,Review pending,17
Manjeri,Manjeri,Manjeri,Unmapped,Medium,Review pending,17
Moodbidri,Moodbidri,Moodbidri,Unmapped,Medium,Review pending,17
"New Sohna Road,Gurgaon",Gurgaon,Gurgaon,Haryana,High,Reviewed rule,17
Tohana,Tohana,Tohana,Unmapped,Medium,Review pending,17
Bagalkot,Bagalkot,Bagalkot,Unmapped,Medium,Review pending,16
Bhawanipatna,Bhawanipatna,Bhawanipatna,Unmapped,Medium,Review pending,16
Hinganghat,Hinganghat,Hinganghat,Unmapped,Medium,Review pending,16
Krishnanagar,Krishnanagar,Krishnanagar,Unmapped,Medium,Review pending,16
Malappuram,Malappuram,Malappuram,Unmapped,Medium,Review pending,16
Nirmal,Nirmal,Nirmal,Unmapped,Medium,Review pending,16
Rayachoty,Rayachoty,Rayachoty,Unmapped,Medium,Review pending,16
Bundi,Bundi,Bundi,Unmapped,Medium,Review pending,15
Fazilka,Fazilka,Fazilka,Unmapped,Medium,Review pending,15
Nagapattinam,Nagapattinam,Nagapattinam,Unmapped,Medium,Review pending,15
Naraingarh,Naraingarh,Naraingarh,Unmapped,Medium,Review pending,15
Sindhanur,Sindhanur,Sindhanur,Unmapped,Medium,Review pending,15
"Tangra,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,15
Basirhat,Basirhat,Basirhat,Unmapped,Medium,Review pending,14
Chandausi,Chandausi,Chandausi,Unmapped,Medium,Review pending,14
Mandi-dabwali,Mandi-Dabwali,Mandi-Dabwali,Unmapped,Medium,Review pending,14
Ramanagara,Ramanagara,Ramanagara,Unmapped,Medium,Review pending,14
Sasaram,Sasaram,Sasaram,Unmapped,Medium,Review pending,14
Singrauli,Singrauli,Singrauli,Unmapped,Medium,Review pending,14
South-goa,South-Goa,South-Goa,Unmapped,Medium,Review pending,14
Chopda,Chopda,Chopda,Unmapped,Medium,Review pending,13
Koppal,Koppal,Koppal,Unmapped,Medium,Review pending,13
Nandurbar,Nandurbar,Nandurbar,Unmapped,Medium,Review pending,13
Sawai-madhopur,Sawai-Madhopur,Sawai-Madhopur,Unmapped,Medium,Review pending,13
Visnagar,Visnagar,Visnagar,Unmapped,Medium,Review pending,13
Bongaon,Bongaon,Bongaon,Unmapped,Medium,Review pending,12
Gokak,Gokak,Gokak,Unmapped,Medium,Review pending,12
Kadayanallur,Kadayanallur,Kadayanallur,Unmapped,Medium,Review pending,12
Karwar,Karwar,Karwar,Unmapped,Medium,Review pending,12
"New Cyber City,Gurgaon",Gurgaon,Gurgaon,Haryana,High,Reviewed rule,12
Sangamner,Sangamner,Sangamner,Unmapped,Medium,Review pending,12
"Wanowrie,Pune",Pune,Pune,Maharashtra,High,Reviewed rule,12
"Alambagh,Lucknow",Lucknow,Lucknow,Uttar Pradesh,High,Reviewed rule,11
"Balanagar & Idpl,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,11
Dharwad,Dharwad,Dharwad,Unmapped,Medium,Review pending,11
Gadwal,Gadwal,Gadwal,Unmapped,Medium,Review pending,11
Jalaun,Jalaun,Jalaun,Unmapped,Medium,Review pending,11
Kayamkulam,Kayamkulam,Kayamkulam,Unmapped,Medium,Review pending,11
"LalDarwaja,Ahmedabad",Ahmedabad,Ahmedabad,Gujarat,High,Reviewed rule,11
"Lulu Mall,Kochi",Kochi,Kochi,Unmapped,Medium,Review pending,11
Markapur,Markapur,Markapur,Unmapped,Medium,Review pending,11
"New DLF Phase 4,Gurgaon",Gurgaon,Gurgaon,Haryana,High,Reviewed rule,11
Puttur,Puttur,Puttur,Unmapped,Medium,Review pending,11
Tiptur,Tiptur,Tiptur,Unmapped,Medium,Review pending,11
Uluberia,Uluberia,Uluberia,Unmapped,Medium,Review pending,11
Vapi,Vapi,Vapi,Unmapped,Medium,Review pending,11
Barwani,Barwani,Barwani,Unmapped,Medium,Review pending,10
Kothagudem,Kothagudem,Kothagudem,Unmapped,Medium,Review pending,10
Mussoorie,Mussoorie,Mussoorie,Unmapped,Medium,Review pending,10
Bantwal,Bantwal,Bantwal,Unmapped,Medium,Review pending,9
Gangtok,Gangtok,Gangtok,Unmapped,Medium,Review pending,9
Nipani,Nipani,Nipani,Unmapped,Medium,Review pending,9
Bodhan-rural,Bodhan-Rural,Bodhan-Rural,Unmapped,Medium,Review pending,8
Budhwal,Budhwal,Budhwal,Unmapped,Medium,Review pending,7
Kundapura,Kundapura,Kundapura,Unmapped,Medium,Review pending,7
Lonavla,Lonavla,Lonavla,Unmapped,Medium,Review pending,7
Srivilliputhur,Srivilliputhur,Srivilliputhur,Unmapped,Medium,Review pending,7
Tarn-taran-sahib,Tarn-Taran-Sahib,Tarn-Taran-Sahib,Unmapped,Medium,Review pending,7
"Jakhan,Dehradun",Dehradun,Dehradun,Unmapped,Medium,Review pending,6
Kasaragod,Kasaragod,Kasaragod,Unmapped,Medium,Review pending,6
"Nampally,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,6
Thiruvalla,Thiruvalla,Thiruvalla,Unmapped,Medium,Review pending,6
Bodinayakanur,Bodinayakanur,Bodinayakanur,Unmapped,Medium,Review pending,5
"Greater Noida,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,5
"Royapuram,Chennai",Chennai,Chennai,Tamil Nadu,High,Reviewed rule,5
"Science City,Ahmedabad",Ahmedabad,Ahmedabad,Gujarat,High,Reviewed rule,5
"Bopodi,Pune",Pune,Pune,Maharashtra,High,Reviewed rule,4
Kumta,Kumta,Kumta,Unmapped,Medium,Review pending,4
Murshidabad,Murshidabad,Murshidabad,Unmapped,Medium,Review pending,4
"North Dumdum,Kolkata",Kolkata,Kolkata,West Bengal,High,Reviewed rule,4
Bilimora,Bilimora,Bilimora,Unmapped,Medium,Review pending,3
Dahanu,Dahanu,Dahanu,Unmapped,Medium,Review pending,3
Darjeeling,Darjeeling,Darjeeling,Unmapped,Medium,Review pending,3
Dhanbad,Dhanbad,Dhanbad,Unmapped,Medium,Review pending,3
Mandi-gobindgarh,Mandi-Gobindgarh,Mandi-Gobindgarh,Unmapped,Medium,Review pending,3
"Race Course Dehradun,Dehradun",Dehradun,Dehradun,Unmapped,Medium,Review pending,3
"Rajajinagar,Bangalore",Bangalore,Bangalore,Karnataka,High,Reviewed rule,3
Ranibennur,Ranibennur,Ranibennur,Unmapped,Medium,Review pending,3
"Sector 18,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,3
Boisar,Boisar,Boisar,Unmapped,Medium,Review pending,2
Itanagar,Itanagar,Itanagar,Unmapped,Medium,Review pending,2
"Jagadamba Junction,Vizag",Vizag,Vizag,Unmapped,Medium,Review pending,2
Mount-abu,Mount-Abu,Mount-Abu,Unmapped,Medium,Review pending,2
"Padmarao Nagar,Hyderabad",Hyderabad,Hyderabad,Telangana,High,Reviewed rule,2
"Alkapuri,Vadodara",Vadodara,Vadodara,Unmapped,Medium,Review pending,1
"Alwarpet,Chennai",Chennai,Chennai,Tamil Nadu,High,Reviewed rule,1
"BBK_Chattarpur,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,1
"BBK_MayurVihar,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,1
Hampi,Hampi,Hampi,Unmapped,Medium,Review pending,1
Kohima,Kohima,Kohima,Unmapped,Medium,Review pending,1
"Mahim Dadar,Mumbai",Mumbai,Mumbai,Maharashtra,High,Reviewed rule,1
Manali,Manali,Manali,Unmapped,Medium,Review pending,1
Naharlagun,Naharlagun,Naharlagun,Unmapped,Medium,Review pending,1
"Noida Expressway,Delhi",Delhi,Delhi,Delhi,High,Reviewed rule,1
Rangpo,Rangpo,Rangpo,Unmapped,Medium,Review pending,1
"Starbucks_BKC,Mumbai",Mumbai,Mumbai,Maharashtra,High,Reviewed rule,1
